country,consumerId,systemCreationDate,firstName,lastName,city,gender,birthDate,OptinValue
Bulgaria,c64fee50-d764-44c0-bd89-6b33344646a1,2019-04-14,Kathleen,Fisher,Parkershire,Male,1952-07-15,Yes
New Caledonia,cd81103e-0a8f-4dbc-8e7b-f1247fc7c753,2019-10-16,Michaela,Hernandez,North Katie,Male,2001-04-18,Yes
Iraq,c813bf45-a807-423e-ad6f-9977d0e65c40,2017-05-11,Robin,Nixon,Jacobsonborough,Non-Binary,2004-01-21,No
Brunei Darussalam,cdccfc7f-4b89-463d-a306-c8475f959844,2017-10-11,Tiffany,Holmes,Port Christian,Female,1990-11-21,Yes
Faroe Islands,caecb4eb-21e8-4eb9-88c0-6bbb9511d943,2023-05-05,Dawn,Benton,Potterfort,Non-Binary,1940-04-01,Yes
Bosnia and Herzegovina,cf832161-e75c-42eb-b429-1df9a9622b50,2021-01-22,Paula,Martinez,South Anthony,Female,1993-04-06,No
Belgium,cb78b684-3e84-4e88-bcbf-9441990cb4d2,2023-02-22,Erik,Fuller,North Kimberly,Female,1988-04-23,Yes
Finland,c02dd8c4-ecbf-4c03-8b52-444786b4d059,2020-05-17,Claudia,Hughes,Lake Dylanfort,Female,1951-04-18,No
French Southern Territories,ca01523e-ad00-4405-81a1-25f1b5b05e94,2021-08-11,Michelle,Stone,New Lisa,Non-Binary,2005-11-21,Yes
Aruba,cc060bf7-b106-4d6c-ab53-fa95ed0f2579,2023-10-16,Christina,Spence,South Bradland,Male,1946-06-10,No
Germany,cfa131ed-7e2d-42cf-8f36-b94655316755,2017-05-12,Jacob,Watts,Washingtonport,Male,1942-05-13,Yes
Bosnia and Herzegovina,c03d451c-13b2-40f9-bdfa-3518645beabf,2016-02-06,Nicole,Johnson,Bradleyside,Male,1944-05-28,No
Ecuador,ca5cd4ae-3d63-4c88-9a63-7c303378ce21,2016-08-10,Christine,Stewart,West Adammouth,Male,1961-03-08,No
Rwanda,c2a946ca-d1d4-449a-9455-058d464ad9aa,2018-08-03,Amber,Murphy,Kimberlymouth,Female,1992-07-31,Yes
Cameroon,cfcdf306-8dc0-4d27-86c5-2603bcfd034d,2020-02-08,Katherine,Navarro,Markborough,Female,1975-09-15,Yes
Mayotte,c09e1d7f-08c0-4795-89a4-0a1cb54b2606,2020-12-07,Hannah,Miles,Jamieton,Non-Binary,1996-07-08,No
Togo,ced383c4-1623-4731-accc-43a30dfe7a3f,2023-02-13,Jacob,Nguyen,North Ryan,Male,1947-09-15,Yes
Colombia,c41fe4ec-0204-4840-8960-13fe76fc9bf5,2023-07-21,Lisa,Lewis,Robertmouth,Non-Binary,1955-04-04,Yes
Tunisia,c6527d83-8de3-4ea2-ac20-8b20a475adf4,2023-01-20,Audrey,Brown,Laurenburgh,Female,1943-11-25,No
Bahamas,c130546d-4e8d-46e0-82c5-81e4cc33bd26,2019-12-12,Brian,Fisher,New Michellefurt,Male,1961-04-22,Yes
Kyrgyz Republic,cc3f57c7-c378-44a4-81f8-07845914e00b,2018-10-14,Monique,Petty,North Emily,Male,1948-01-20,Yes
Poland,c306bcc2-4a13-4c0f-9dbd-3540f9d2a451,2018-01-24,Lisa,Lindsey,Jacobsonland,Non-Binary,1980-08-25,Yes
Iran,c85ba2a6-8b86-4c47-96ad-111517502218,2021-12-29,Cheryl,Reyes,Port Nathan,Female,1953-08-20,No
Belgium,c3e1dfd1-e9d5-4f75-bf7e-6f1f505bbb78,2020-10-04,Joshua,Reyes,Cooperton,Non-Binary,1972-09-02,Yes
Tuvalu,c78f04c4-01b2-4ede-9d17-1f7e0bef1b44,2018-05-29,Joel,Mccormick,Coffeyshire,Non-Binary,1989-08-14,No
Jersey,c16a6726-47c8-44d6-a22c-cc747e4350ce,2018-01-11,Michael,Flores,Chunghaven,Male,2005-08-23,Yes
Kuwait,c1aa60d1-f73c-4ab3-8943-6147e63fc581,2022-06-24,Paul,Burnett,South Kelli,Male,1988-06-03,Yes
Gambia,cc390111-b09e-4c9a-8d8e-a308717a357a,2018-12-03,Christopher,Brown,Alanview,Male,1939-06-03,Yes
Paraguay,c6fe486e-683f-4af7-aa5e-aea5355bb096,2020-01-05,Scott,Craig,Kramertown,Non-Binary,1981-12-30,Yes
Nauru,cd4fe2be-0299-4eef-93ec-05e5d3a1e335,2022-09-08,Andrew,Thomas,Bryanfurt,Female,1993-01-22,No
Zimbabwe,c60987bb-d4fc-4969-8676-74e3c14b0b1d,2016-01-22,Devin,Francis,Amyhaven,Female,1970-10-31,No
Ghana,c83f53d6-d053-4850-af53-9443aaf63598,2016-02-22,Rita,Mora,Port Robert,Male,1999-11-03,Yes
Antarctica (the territory South of 60 deg S),c773a428-c93d-4b66-9caf-a2dfc937dd02,2022-08-19,Joshua,Williams,Danielleside,Female,1990-11-30,Yes
Peru,c096b55d-a041-40f8-9d2b-74e16dd5ffa1,2017-03-24,Amy,Sanchez,South Yolanda,Male,1980-08-21,No
Cote d'Ivoire,c91dde6f-c5f6-42a3-bb18-27891ac4165e,2023-10-29,Debra,Harper,Port Ernest,Male,1942-04-28,No
Gibraltar,cbc0a72c-c064-4e0c-a2de-cca905e40126,2023-12-13,John,Houston,Lake Christopher,Non-Binary,1965-03-02,Yes
Chile,cb1e93a8-5345-4c0f-98f8-0e6a65afdc6d,2018-06-28,Gregory,Brown,Christopherfurt,Non-Binary,1960-06-07,No
Malawi,cab419bd-0e41-48b9-8180-c95e9f03be7e,2023-04-12,Spencer,Hickman,Kennedychester,Female,2000-01-18,Yes
British Indian Ocean Territory (Chagos Archipelago),c85f642e-38b0-440a-94a9-b383fc827dc2,2019-01-28,Sylvia,Douglas,West Richardburgh,Female,1938-11-21,No
Burkina Faso,cf522080-99d4-40a3-8b8a-03e890406a11,2021-04-18,Adam,Wright,South Coreyhaven,Male,1969-06-15,No
Falkland Islands (Malvinas),cf3fc833-ff83-4f8d-81b4-a7ef312947e0,2022-11-28,Brianna,Bowen,Melissabury,Male,1962-08-22,No
Bermuda,cb5ae13d-8e79-47b3-aa06-2eca78c501b0,2019-02-04,Rebekah,Stone,Ryanmouth,Non-Binary,1950-09-28,Yes
Finland,cbc95aea-0530-4cc7-8eb4-b990f84d5164,2019-03-03,Joseph,Zhang,Petersonfurt,Female,1975-06-09,No
Uzbekistan,c6b7eaa2-bd9d-4762-abe7-d19ec1e3f868,2020-01-17,Brandi,Cunningham,Keithport,Non-Binary,1950-03-11,Yes
Christmas Island,c9add774-9f54-42b9-b093-1eb707f948a1,2023-04-24,Cindy,Bryant,Williamsmouth,Female,1946-07-15,No
Lesotho,c2f4743c-cc08-4b82-bd5b-dcaf0bea0470,2020-09-08,James,Pierce,Lake Phillip,Female,1961-01-24,Yes
Saint Lucia,ca8676cd-250c-4ffc-a9ed-875ab4a4994d,2023-09-03,Richard,Hernandez,West Sherryland,Female,1983-07-22,No
Nauru,cc3c69f8-f518-4c72-89b7-4784c9b0fc02,2021-01-23,Joshua,Santiago,Port Gregory,Male,1971-11-25,Yes
Armenia,cd823658-74d2-45ab-bf05-348cf1b89e1a,2019-02-08,Leslie,Elliott,South Wendybury,Non-Binary,1975-08-18,No
United Arab Emirates,c9ab50f5-1d40-443b-90ee-bfbb829f5c25,2019-08-01,Christina,Lopez,Rodriguezberg,Non-Binary,1974-02-03,Yes
Uganda,c1352694-f2c4-4eba-afdc-11cc48161e83,2016-05-04,John,Huynh,Michaelbury,Male,1991-01-23,Yes
Cuba,cd8df4c1-708f-4dad-bc80-c0b3e3ffcfa0,2016-08-08,Joseph,Smith,Smithton,Female,1980-04-27,No
Hungary,c9c38bcf-fb55-45d8-b48e-c6d4dbb913dc,2019-10-09,Gary,Navarro,Heathberg,Female,1980-11-14,Yes
Gabon,c14a9f22-7fed-46c7-ae33-eb65417db0a9,2020-01-15,Raymond,Carr,Mullinschester,Female,1962-07-13,Yes
San Marino,c1cbd9d4-97bc-422a-a52b-edac2865ab83,2021-05-26,Amy,Kelley,East Jeremy,Non-Binary,1994-11-23,Yes
Tonga,c1c6aa10-b932-43d8-aa84-979e6fa0a1b7,2016-05-14,Kimberly,May,Peterstown,Non-Binary,1992-11-18,Yes
Seychelles,c17f6f50-31e6-4009-95ba-fdf78b746578,2019-08-03,Jeffery,Ibarra,East Michaelview,Female,1960-02-05,Yes
Slovakia (Slovak Republic),c1306fea-8e61-4f1c-8bf6-1ff6c544750a,2023-06-16,Alexander,Harrington,Williamport,Non-Binary,1978-06-16,Yes
Russian Federation,c2053490-a2aa-4c0f-9d53-dcad7d819ba5,2018-05-28,Justin,Perez,Lake Tamara,Non-Binary,1943-08-07,Yes
Mexico,cffc9cfb-7c14-40f6-b970-5acb4dd852e6,2023-02-17,Danny,Salas,North Karen,Female,1977-08-03,No
Hong Kong,c1b29f89-6a2f-4318-a541-385a24b461dc,2021-01-31,Laura,Collins,Kimchester,Female,1951-07-26,Yes
Reunion,c24c5c82-f1a5-4e05-8829-a9763e095cb5,2022-09-02,Wendy,Ochoa,Glennborough,Male,2001-03-12,No
Italy,cfeebee9-63de-4b60-bb75-6f6443e49e4a,2022-04-17,Tony,Williams,New James,Non-Binary,1960-10-17,Yes
Vietnam,cf4520ba-f7d5-41e1-a677-3ccb85fcee68,2019-05-31,Tina,Taylor,West Joyce,Male,1990-06-07,Yes
Seychelles,c9316124-37fc-425c-9a70-f8d199df0b54,2016-08-22,Jamie,Cruz,Collinston,Male,2004-08-08,Yes
Lesotho,ce684f2c-8e16-4e0a-84a7-f3440ed86c77,2019-04-10,Robert,Williams,Richardborough,Female,1998-02-19,Yes
Puerto Rico,ce1d8894-5283-4160-a334-dfeb1c8e8844,2022-06-01,Mark,Perez,Rachelview,Non-Binary,1959-03-10,Yes
United Kingdom,c7861ca1-dac2-4e18-8528-6426eeb7ab55,2020-08-01,Michael,Jenkins,Port Daniel,Male,1977-10-03,Yes
French Polynesia,c54c82f0-ee88-4a2d-9903-0933b1feebe8,2020-07-18,Brooke,Morrison,Antoniostad,Non-Binary,1963-11-20,No
Solomon Islands,c995bf3d-2391-4abc-8d4f-a9134d772314,2021-09-30,Andrew,Grant,South Christina,Male,1978-09-11,No
United States Virgin Islands,c98c300a-0f67-4a21-9e36-1f84fc3eba19,2018-05-22,Eric,Walters,Deckerton,Non-Binary,2002-12-25,Yes
Greece,c97a5b27-85da-4997-8edb-b4c59d2475e2,2022-11-23,Nathaniel,Owens,Butlerhaven,Female,1967-04-07,Yes
Belize,c94b8cda-0ef1-47a4-86e2-280d048374bb,2017-08-10,Paul,Mann,West Cynthiatown,Female,1967-03-25,Yes
Honduras,cf2264f2-ceb3-4b56-83e3-8f5657b70607,2019-07-11,Jonathon,Jackson,East Christopher,Non-Binary,1965-05-04,Yes
Norfolk Island,c5bf9b6a-9cff-4592-8c34-d8651b9b5b45,2018-03-15,Paige,Bowen,West Christopherhaven,Female,2002-09-29,No
Jordan,cd4c8c56-e90e-4b07-a985-a230082190b2,2017-04-20,Stephanie,Spencer,Kennethberg,Non-Binary,1995-04-19,No
Wallis and Futuna,c132f6a5-8ee0-4258-a4d1-91ff4f8bf8a2,2019-02-12,Dennis,Saunders,East Bryan,Male,1990-09-18,Yes
El Salvador,c481b9da-38d9-417a-b127-97eb6e0335bd,2023-10-21,Mark,Matthews,North Melinda,Female,1984-05-04,No
Austria,c790aa0b-bc17-4c73-a824-7144e6271f7e,2022-03-16,Robert,Garrett,Fowlerfort,Male,1949-10-13,No
Vanuatu,c665811f-a0ca-49ac-8424-490efc2e2a0c,2021-01-17,Jessica,Gonzales,Gardnerborough,Female,1960-06-10,No
Mali,c53fb96b-ccf6-42df-bc97-4fbb2c82d6a9,2017-07-07,Alvin,Castro,South Anthony,Non-Binary,1990-03-15,No
New Caledonia,ce5926ef-3a34-438b-9013-ee30d046e03a,2018-04-30,Ashley,Allison,North Kathleen,Non-Binary,1943-10-27,Yes
Somalia,c71b46d3-8525-47be-b3cb-1e94b09a84ac,2021-03-14,Dalton,Gutierrez,Lake Bethanymouth,Female,1989-10-19,Yes
Sri Lanka,c80ac920-5ff8-436a-a592-b860291bee0b,2017-03-29,Donna,Beck,North Leslie,Male,2001-06-07,Yes
Latvia,cdaebe5a-060a-438a-b36d-b14bf3b46492,2016-07-22,Mark,Carey,Mariahport,Non-Binary,1949-05-05,Yes
Sudan,c830ef9b-be79-49f2-a06c-801c9cb0b19b,2019-01-16,Matthew,Santiago,Teresaview,Non-Binary,1950-03-07,No
Albania,c158d6e5-703b-4060-8bde-ffcf75ebb0a9,2023-03-11,Valerie,Mcdonald,North Marcus,Non-Binary,1959-01-02,Yes
Belize,c4af4a22-912f-405e-bcaa-44b988501521,2021-06-11,Carla,Jones,New Melaniefort,Female,1987-01-19,Yes
Haiti,c74d9ab7-5c8e-4b91-8b47-9d5481db7410,2022-05-05,Amanda,Berg,Martineztown,Female,1945-08-06,Yes
Ethiopia,c7d2563a-1a56-4ad8-a3b0-f937f7cc82b1,2017-05-29,Christy,Oliver,Lake Paul,Male,1943-12-03,Yes
Philippines,c14bcb23-276d-42aa-afeb-5b7929d2c528,2023-02-14,Marie,Combs,Craigmouth,Female,1945-05-21,Yes
Serbia,c0ae0cf0-738f-4f48-b186-2d8932310a63,2021-03-22,Valerie,Carrillo,Lindseyville,Female,1994-07-25,Yes
Albania,c5c1ac85-2857-4d19-80c0-83f28a3c3754,2021-12-01,Guy,Gordon,West Larryville,Male,1948-10-06,No
Brunei Darussalam,cc1d1a5d-6141-4afa-b711-31efc975da53,2020-08-17,Juan,Campbell,South Saraview,Non-Binary,1990-10-26,No
Mauritius,c23df322-49e7-4da0-9eb2-c2e33e3ee57c,2019-05-08,Deanna,Solis,East William,Non-Binary,1962-12-26,No
Bhutan,ce6ca22f-6c1f-4805-9e23-4a9bebc076ce,2017-11-09,Charles,Thomas,North John,Male,1969-12-14,Yes
Puerto Rico,c2febb58-b6ea-4ded-824e-ff58fd2795e0,2022-01-28,Vincent,Goodman,Lake Matthewview,Non-Binary,1984-04-05,No
Poland,ce6f9a22-1be2-4a91-ad25-a9f987baf48f,2021-02-23,Sara,Hill,North Breanna,Female,1985-02-28,No
Guinea,c1b25351-776f-4d37-98cb-0702764800f3,2017-04-11,Rebecca,Williams,South Emily,Non-Binary,1985-07-18,Yes
Bangladesh,c3c20d46-5a10-42ac-a5aa-6b0d6a3b87be,2019-12-06,Melinda,Anderson,Port Kimberly,Female,1978-10-05,Yes
Palestinian Territory,c2284f64-501f-4593-a162-9bdef8e69652,2018-05-15,Scott,Mejia,Lake Sharonhaven,Non-Binary,1942-10-25,No
Hungary,cc4952b7-b4cc-4b2e-a387-4b2a813320f0,2021-04-24,Katrina,Perry,Petersonburgh,Female,1999-11-04,No
Burundi,c382cf26-f1c7-46a6-9571-ca23ca017a0d,2018-11-04,Joshua,Bryan,Baileyview,Male,1961-02-17,Yes
Cuba,c82b5bf0-d41c-4e51-b531-4fd811792896,2022-11-01,Amy,Wong,Karenton,Male,1974-02-19,Yes
Norway,c8c770fa-ede1-4a25-aae3-7bc66e777f8f,2018-02-05,Sandra,Hanson,South Kimberlymouth,Non-Binary,1938-07-11,No
Lithuania,caac3e5c-f743-440b-8396-ae201e51970e,2018-12-25,Terry,Zamora,South Brittanyville,Non-Binary,1970-09-07,Yes
Samoa,c6526339-085a-4a35-bc04-de6cf07ed35a,2019-07-15,Erica,Townsend,Stevenhaven,Female,2002-05-08,Yes
Samoa,ca9814bf-4087-49af-adf3-548248b1d411,2021-08-23,Deanna,Wallace,Nicoleshire,Male,1938-12-14,Yes
French Guiana,c2ac4f7c-d100-4f2e-ae64-1f01960f1263,2021-12-04,Katherine,Atkinson,South Sandrahaven,Female,1956-03-21,Yes
French Polynesia,c7f08127-41f1-4225-a3b9-a0494201c6b6,2023-03-20,Jason,Duran,Ryanmouth,Female,1944-10-10,No
Benin,c98efa62-93ab-4a09-b3fa-042a68b90c73,2022-08-10,Michael,Reynolds,Marymouth,Male,1965-07-19,No
Nicaragua,c445196c-4e65-480a-b70d-bdb71826f2ef,2020-10-26,Jeffrey,Wong,Lake Ashleyburgh,Male,1998-12-14,Yes
Korea,c0b04c15-bd8e-49d5-8bbe-d8d210f41852,2018-07-23,Jeremy,Cooper,Herreraburgh,Non-Binary,1940-04-10,Yes
Comoros,cf2d1266-aa58-4d6e-969e-74725fba0bf2,2020-02-07,Elizabeth,Martinez,Carrilloberg,Female,1949-08-10,Yes
Turks and Caicos Islands,c92429c4-ab7c-4c6b-a097-4e3c6b0a8e66,2017-03-25,Bradley,Palmer,West Raymond,Male,1994-12-27,Yes
Tuvalu,c6ee2eb7-4d03-4cec-acee-a289bc3b6135,2016-09-01,Jeremy,Walker,Nicoleshire,Male,1997-11-09,No
India,c9c4e3de-70cd-4ba0-a8d3-99c2e9cfe11b,2023-05-24,Aaron,Lawson,East Feliciaview,Male,1939-02-02,Yes
El Salvador,cfdb86cc-2070-4abc-974b-3c27d5e61229,2018-06-20,Adam,Mcintosh,Smithberg,Non-Binary,1990-12-24,No
Congo,cfbb83fc-8ad8-4535-b284-3b55964d7cf3,2019-01-18,Kim,Wood,Youngville,Non-Binary,1994-07-11,Yes
Guadeloupe,c552fa52-77a1-4823-a475-01d85c337b3e,2019-11-30,Kathryn,Brewer,Washingtontown,Non-Binary,1958-03-18,No
Iraq,c4b5cb70-c17b-49b1-99df-3556fda13990,2021-10-27,Douglas,Salas,Lake Victor,Female,1941-02-24,No
Mauritius,c0068411-1263-4265-a530-1f58601ff72e,2022-05-01,Ralph,Tran,West Karen,Female,2005-09-18,No
Guyana,c9d8099c-3df5-46f8-8cb0-71972e5debb9,2018-05-27,Lori,Powers,South Patricia,Female,1976-04-19,Yes
Ghana,c4bec569-99d2-400b-88e6-35da6a5f0505,2018-09-27,Luke,Carroll,Martinezhaven,Non-Binary,1995-01-01,No
Finland,ca74b5f2-5f0f-4e79-895e-5fbab370c0f7,2021-10-29,Connie,Patel,Ellishaven,Female,2004-05-08,Yes
Syrian Arab Republic,c63e6ff6-1187-41f4-af2b-57cf21df81c8,2018-05-20,Paul,Palmer,South Stephenchester,Female,1939-07-22,No
Bolivia,c9aa45be-0e06-4b2f-9499-b41b966e0586,2022-04-21,Emily,Gardner,South Cory,Male,1958-07-04,Yes
Germany,cc548637-77b9-4321-b278-7f4f92b740c8,2016-03-29,Marilyn,Ware,Mariahaven,Non-Binary,1946-06-15,No
Northern Mariana Islands,cf1a5c23-0b35-43f6-ab62-67ea13912d79,2023-06-30,Patricia,Hunt,Fisherland,Female,1981-01-25,No
Christmas Island,c0b65762-779a-40d5-adee-fe7983931716,2022-07-09,Jessica,Gonzalez,Hickmanfurt,Male,1997-04-25,Yes
Italy,c77627e0-764c-4dda-9da4-e43c72fb0a2d,2019-05-15,Johnny,Lyons,West Douglas,Male,1966-08-26,Yes
Belgium,c1b5752b-0b16-4c1f-96f2-2430364e6c88,2018-08-09,Adrienne,Juarez,South Michael,Non-Binary,1942-04-27,Yes
Cocos (Keeling) Islands,c5e7cb45-f941-4545-9e3a-f1677e268cf1,2017-04-13,Paul,Tran,Lake Shelley,Female,1981-07-15,Yes
Indonesia,c45c66f0-b4f5-432f-b66b-53cc81017922,2017-01-05,Jeff,Dalton,New Billy,Female,1959-11-22,No
Uruguay,cc89571a-f92e-4b4e-9e75-b7a17251746c,2022-01-22,Raymond,Baker,Curryton,Female,1977-06-07,Yes
Reunion,cda2fb4a-c33b-4632-b48f-0a87d0ab5c8b,2023-07-26,Joseph,King,Arroyoport,Female,1953-10-28,No
Cook Islands,c144f0af-fec2-4038-a0e4-6c6dac712626,2022-06-03,Kevin,Leonard,Lake Suzanne,Non-Binary,1971-11-14,Yes
Portugal,c64c2f64-dcfd-483a-8b5b-fabbb2de5140,2016-03-22,Shawn,May,Justinmouth,Non-Binary,1986-12-27,No
Cook Islands,ca26c2e7-d687-4cf8-8241-4b150ee8f9b8,2022-04-12,John,Long,East Johnstad,Male,1988-02-19,No
Cote d'Ivoire,c787fd53-bc09-427b-ad86-64631a501648,2022-11-17,Brittney,Obrien,Lewiston,Female,1938-09-19,Yes
Kuwait,c9f97f0a-e948-4783-9d67-3b35df22e620,2022-08-18,James,Carlson,Rileymouth,Male,1987-09-28,No
Saint Barthelemy,c652d7ee-23d1-4340-96f1-e84f109932cf,2023-08-28,Virginia,Miller,East Sierraborough,Female,1969-12-01,No
Thailand,c1d8a1ba-b632-4833-b0a7-e3fbc29e1a64,2017-01-24,Travis,Payne,New Pamelaview,Non-Binary,1949-09-15,No
Slovenia,c26a7810-ba6d-4cd4-bfb2-3d7b53e48e24,2023-12-09,William,Davis,New Karen,Non-Binary,1990-06-07,Yes
Greece,cf2da99c-3a4a-4a01-834c-cdff5371f1be,2019-01-05,Earl,Jones,Mirandafort,Male,1938-07-02,Yes
New Caledonia,c4c1ae2d-3c7c-4d2f-b44d-a41c2d5cf012,2016-07-15,Kelly,Potter,West Ashlee,Female,1959-12-06,No
Uruguay,cef438e1-8bcc-4484-8044-903b93ea0cd5,2020-04-28,Kimberly,Frazier,Boydberg,Male,1967-04-30,No
Tonga,cbbbc0a4-2fa6-442b-af7d-fbb5c1bc6482,2022-08-30,Mike,Hodge,New Walterport,Male,1995-02-10,Yes
British Virgin Islands,c0393115-d169-4bc3-a5b2-0983a7f3cc25,2021-05-02,Paul,Ayers,Rhodesfort,Female,2003-01-04,Yes
Samoa,c9a5e3c3-cd68-4190-a116-172475330bdc,2023-04-25,Shawn,Owen,New Danside,Non-Binary,1972-08-28,Yes
United Kingdom,c89bcdd7-00eb-46fe-a238-b268eeda4339,2021-06-25,Timothy,Meyers,Sanchezfurt,Male,1995-06-13,No
Angola,cbb022b0-5df9-4f5b-9731-385957a51465,2016-11-16,Maureen,Brown,North Samanthaberg,Non-Binary,1992-03-02,Yes
Uruguay,c3af2f12-f461-4e86-80ed-4966129db22c,2018-07-16,Ronald,Mullins,North Mackenzie,Non-Binary,2004-08-02,Yes
Korea,c3fa4247-afe4-42e0-b332-248ed6bbc316,2018-10-26,Stephanie,Martinez,West Aaronbury,Male,1975-07-14,No
Honduras,cced51cd-f5fe-4368-8150-10bc6f6d476a,2019-02-08,Timothy,Johnson,Lake Gregory,Non-Binary,1990-07-08,No
Bahrain,ca5031ac-5c72-439f-bada-fb9689ad9dbf,2023-09-27,Matthew,Booth,North Mary,Male,2002-11-24,No
Fiji,c4f9996d-4f8c-44f3-bfca-51741345a256,2017-08-07,Austin,Newman,New Brandiborough,Male,1968-10-16,No
Guinea,cb39b92d-e716-4262-90b7-5a8321ae5d15,2016-02-02,Eric,Smith,Ramosside,Male,1950-01-25,Yes
Ukraine,cd8b263a-abca-4837-9f46-2f007407a078,2020-12-07,Ashley,Ritter,North Samantha,Non-Binary,1962-10-29,No
Reunion,c1d1bc39-1245-4c87-b50b-90efe613b1f5,2017-04-06,Bradley,Nelson,Richardville,Non-Binary,1945-07-06,No
Myanmar,c1591104-f3aa-45d4-8e81-0f3fd06f34d5,2023-07-23,James,Perez,Holtport,Female,1942-03-13,No
Zimbabwe,c7130edb-2c1d-4629-a22a-873e7248477c,2023-02-05,Kevin,Sellers,Glennfurt,Male,1959-03-01,No
Tajikistan,c56487c3-bc51-40fc-a3f7-10bff0008436,2016-05-11,Michael,Hudson,Gregoryborough,Male,1974-03-03,No
Iraq,c8ccdf22-3163-4157-a90f-a19f945973e9,2016-03-31,Erin,Aguilar,East Adrian,Male,1999-11-10,No
Svalbard & Jan Mayen Islands,cafece1f-99f9-47e4-b6bb-8fe5de9b1c28,2021-11-13,Danielle,Mooney,North Jeanneshire,Female,1992-05-24,Yes
Kuwait,c55c7b4b-710b-41e6-9aee-074ce8f92ee5,2021-04-04,Molly,Long,Lake David,Female,1963-10-23,Yes
Iraq,c580a5d7-7a58-48b4-b82c-3e475909c189,2020-06-25,Erika,Wright,East Julie,Male,1969-04-28,Yes
Mauritania,c1dce65b-4698-4d22-a369-db5b82e4c153,2021-05-08,Michael,Hughes,North Keith,Male,1959-07-22,No
Tanzania,ca32f100-fbd8-4c74-a4b7-ea2ca4dc5e16,2022-11-13,Ryan,Adams,Gentryside,Female,1975-03-26,No
Moldova,c7dbac23-eb2f-4f2b-a608-134016420498,2019-04-12,Samantha,Johnson,South Christopherstad,Non-Binary,1981-04-06,No
Israel,c24a843d-1b94-4732-b074-cafc8e46c1d7,2022-10-17,Kimberly,Rivera,Wellsberg,Female,1963-09-20,Yes
Rwanda,ccef51ef-92cd-41ec-81d0-926a94125534,2019-08-30,Ashley,Delgado,Robinsonport,Non-Binary,1988-12-18,Yes
Wallis and Futuna,c90ae84e-de22-48f4-bdfb-cda09bf41c8a,2017-05-03,Jessica,Brown,Lake Kimberlyburgh,Male,1979-06-27,No
Mayotte,c7ce07ec-d0b6-402b-95d2-107713c5899f,2021-10-24,Matthew,Manning,Sandersfurt,Non-Binary,1980-08-13,No
Anguilla,ced20a98-7e3b-4da6-ba69-2beb08cb7348,2023-08-12,Jill,Thomas,Mcculloughberg,Male,2001-06-17,No
Samoa,c3814fc7-6b36-4cb0-9400-7b923fbb2fb1,2016-01-19,Kristina,Rivas,Goldenport,Male,1970-12-06,Yes
American Samoa,cb309a14-d2c2-4bd6-947b-6f9480d9056e,2018-01-11,Logan,Randall,West Ann,Male,2003-08-17,Yes
Palestinian Territory,ce6698f8-4b0e-4f48-81fc-f4f601b9df3a,2016-11-28,Dominique,Powell,East Rebeccaton,Non-Binary,1964-09-30,Yes
Turkmenistan,cb6cc37b-df98-4a51-9d83-07bcda411dc3,2019-01-24,Christopher,Smith,Mcleanton,Female,1986-12-10,No
Thailand,cb5e6cd1-bd05-4bdd-a5b3-30a40a1694cd,2017-05-08,Joseph,James,South Cherylmouth,Male,1993-11-14,Yes
Zambia,cf4b6cb6-bf07-4db5-99c6-ea1e298f277e,2017-05-30,Amanda,Johnson,South Ambertown,Female,1961-09-15,Yes
Heard Island and McDonald Islands,c2e3b1bf-cd47-49ca-87ed-5f32c3b38348,2020-03-19,Brenda,Landry,Stewartborough,Non-Binary,1950-07-15,Yes
Honduras,c5b3b0cf-8a55-4f8c-b129-6bbf818f2dac,2021-12-20,Erica,Holmes,Patrickfurt,Non-Binary,1971-11-15,Yes
Dominican Republic,c1b1401e-577d-445f-8b1f-fd7d04f9f5a4,2019-01-31,Brandon,Harding,Cookville,Female,1982-10-21,No
Mongolia,c7502ca7-69e0-4d17-a112-4c1f0b426b42,2016-07-08,Anne,Gill,New Cindy,Female,1993-04-24,Yes
Cote d'Ivoire,cbda47ea-38fe-45d6-8833-52806941928f,2016-12-14,Emily,Wallace,South Terri,Non-Binary,2000-01-27,No
British Virgin Islands,cd8aeeff-27e5-4bdc-9e9a-0b7a9e531c55,2022-09-30,Andre,Vaughn,Josephbury,Female,1950-03-05,No
Monaco,c9d067e9-87aa-40dd-be1b-136ddb15373b,2018-05-14,Sharon,Crawford,Shepardberg,Male,1993-08-19,No
Slovenia,c1ba241c-9cd0-449f-ac65-2e2a749ac150,2016-04-12,Joseph,Medina,Port Heathermouth,Male,1986-03-22,Yes
Holy See (Vatican City State),c0d6f592-df5f-4204-b893-4f5c702cf798,2021-08-14,Tammy,Johnson,Aliciamouth,Female,1958-05-18,Yes
Nauru,c62e6e77-aba5-4e65-88c0-be04d5943cb9,2022-12-25,Stephanie,Hutchinson,Lake Jennaside,Female,1958-05-01,Yes
French Southern Territories,c0a274e9-584b-4b16-929a-8bc987e99f08,2022-10-17,Carl,Green,Port William,Male,2001-12-03,Yes
French Polynesia,c8ed1678-c617-4c78-8101-75232263b178,2021-02-05,Taylor,Harrison,Frederickbury,Male,1968-10-28,No
Palestinian Territory,cb905bf0-9f31-49b3-b42a-f3bbecbe6292,2023-12-22,Sarah,Whitehead,Albertstad,Non-Binary,1976-11-16,No
